,x_movement/pixel,y_movement/pixel,time/seconds
0,504.0,967.0,0.0
1,504.0,967.0,0.033341807909604525
2,504.0,967.0,0.06668361581920905
3,504.0,967.0,0.10002542372881357
4,504.0,967.0,0.1333672316384181
5,504.0,967.0,0.16670903954802263
6,504.0,967.0,0.20005084745762716
7,504.0,967.0,0.2333926553672317
8,504.0,967.0,0.2667344632768362
9,504.0,967.0,0.3000762711864407
10,504.0,967.0,0.3334180790960452
11,504.0,967.0,0.3667598870056497
12,504.0,967.0,0.4001016949152542
13,504.0,967.0,0.4334435028248587
14,503.0,968.0,0.4667853107344632
15,503.0,968.0,0.5001271186440678
16,503.0,968.0,0.5334689265536723
17,503.0,968.0,0.5668107344632768
18,503.0,968.0,0.6001525423728813
19,504.0,968.0,0.6334943502824858
20,504.0,968.0,0.6668361581920903
21,504.0,968.0,0.7001779661016948
22,504.0,968.0,0.7335197740112993
23,504.0,968.0,0.7668615819209038
24,504.0,968.0,0.8002033898305083
25,504.0,968.0,0.8335451977401128
26,504.0,968.0,0.8668870056497173
27,504.0,968.0,0.9002288135593218
28,503.0,967.0,0.9335706214689263
29,503.0,967.0,0.9669124293785308
30,503.0,967.0,1.0002542372881353
31,503.0,967.0,1.03359604519774
32,503.0,967.0,1.0669378531073446
33,503.0,967.0,1.1002796610169492
34,503.0,967.0,1.1336214689265538
35,503.0,967.0,1.1669632768361584
36,503.0,967.0,1.200305084745763
37,503.0,967.0,1.2336468926553676
38,503.0,967.0,1.2669887005649723
39,503.0,967.0,1.3003305084745769
40,503.0,967.0,1.3336723163841815
41,503.0,967.0,1.367014124293786
42,503.0,967.0,1.4003559322033907
43,503.0,967.0,1.4336977401129953
44,503.0,967.0,1.4670395480226
45,503.0,967.0,1.5003813559322046
46,503.0,967.0,1.5337231638418092
47,503.0,967.0,1.5670649717514138
48,503.0,967.0,1.6004067796610184
49,503.0,967.0,1.633748587570623
50,503.0,967.0,1.6670903954802276
51,503.0,967.0,1.7004322033898323
52,503.0,967.0,1.7337740112994369
53,503.0,967.0,1.7671158192090415
54,503.0,967.0,1.800457627118646
55,503.0,967.0,1.8337994350282507
56,503.0,967.0,1.8671412429378553
57,503.0,967.0,1.90048305084746
58,503.0,967.0,1.9338248587570646
59,503.0,967.0,1.9671666666666692
60,503.0,967.0,2.000508474576274
61,503.0,967.0,2.0338502824858784
62,503.0,967.0,2.067192090395483
63,503.0,967.0,2.1005338983050876
64,503.0,967.0,2.1338757062146922
65,503.0,967.0,2.167217514124297
66,503.0,967.0,2.2005593220339015
67,503.0,967.0,2.233901129943506
68,503.0,967.0,2.2672429378531107
69,503.0,967.0,2.3005847457627153
70,503.0,967.0,2.33392655367232
71,503.0,967.0,2.3672683615819246
72,503.0,967.0,2.400610169491529
73,503.0,967.0,2.433951977401134
74,504.0,966.0,2.4672937853107384
75,504.0,966.0,2.500635593220343
76,504.0,966.0,2.5339774011299476
77,504.0,966.0,2.5673192090395522
78,504.0,966.0,2.600661016949157
79,504.0,966.0,2.6340028248587615
80,504.0,966.0,2.667344632768366
81,504.0,966.0,2.7006864406779707
82,504.0,966.0,2.7340282485875753
83,504.0,966.0,2.76737005649718
84,504.0,966.0,2.8007118644067845
85,503.0,966.0,2.834053672316389
86,503.0,966.0,2.8673954802259938
87,503.0,966.0,2.9007372881355984
88,504.0,968.0,2.934079096045203
89,504.0,968.0,2.9674209039548076
90,504.0,968.0,3.0007627118644122
91,504.0,968.0,3.034104519774017
92,504.0,968.0,3.0674463276836215
93,504.0,968.0,3.100788135593226
94,504.0,968.0,3.1341299435028307
95,504.0,968.0,3.1674717514124353
96,504.0,968.0,3.20081355932204
97,504.0,968.0,3.2341553672316445
98,504.0,968.0,3.267497175141249
99,504.0,968.0,3.3008389830508538
100,504.0,968.0,3.3341807909604584
101,504.0,968.0,3.367522598870063
102,504.0,968.0,3.4008644067796676
103,504.0,968.0,3.4342062146892722
104,504.0,968.0,3.467548022598877
105,504.0,968.0,3.5008898305084815
106,504.0,968.0,3.534231638418086
107,504.0,968.0,3.5675734463276907
108,504.0,968.0,3.6009152542372953
109,504.0,968.0,3.6342570621469
110,504.0,968.0,3.6675988700565045
111,504.0,968.0,3.700940677966109
112,504.0,968.0,3.7342824858757138
113,504.0,968.0,3.7676242937853184
